"","video_id","publishedAt","channelId","title","description","thumbnails.default.url","thumbnails.default.width","thumbnails.default.height","thumbnails.medium.url","thumbnails.medium.width","thumbnails.medium.height","thumbnails.high.url","thumbnails.high.width","thumbnails.high.height","channelTitle","liveBroadcastContent","vid_id","SearchTerm_cacomistle","SearchTerm_ringtail_cat","SearchTerm_miners_cat","URL","Title","Uploader","Include_studyspecies","Filter_criteria","notes","ringtails_individuals","human_individuals","date_posted","date_recorded","direct feeding","provided_food_type","using human structure","natural foraging","natural_foraged_food_type","foraging human resources","foraged_hr_food_type","human wildlife conflict","activity","HumanInterface","location","latitude","longitude"
"37","iiqErkJSWk0","2018-06-16T19:40:36.000Z","UC2Nv50PVZqNke1WoNh8ptcw","Ringtail - Waking Up","Follow UpointMusic: https://www.facebook.com/UpointMusic/ Follow : https://soundcloud.com/ringtailtunes https://twitter.com/RadicalRingtail Image from: ...","https://i.ytimg.com/vi/iiqErkJSWk0/default.jpg","120","90","https://i.ytimg.com/vi/iiqErkJSWk0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/iiqErkJSWk0/hqdefault.jpg","480","360","Upoint Music","none",720,"no","yes","no","https://www.youtube.com/watch?v=iiqErkJSWk0","Ringtail - Waking Up","Upoint Music","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","jcjDrE1ye-E","2018-02-12T17:00:03.000Z","UCDPk9MG2RexnOMGTD-YnSnA","For Ring Tailed Lemurs, the Ladies Rule | Wild Love","In ring tailed lemur society, the ladies rule the bunch! ➡ Subscribe: http://bit.ly/NatGeoWILDSubscribe ➡ WILD LOVE AIRS SATURDAY FEBRUARY 17 at 10/9c.","https://i.ytimg.com/vi/jcjDrE1ye-E/default.jpg","120","90","https://i.ytimg.com/vi/jcjDrE1ye-E/mqdefault.jpg","320","180","https://i.ytimg.com/vi/jcjDrE1ye-E/hqdefault.jpg","480","360","Nat Geo WILD","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","pHxkHHrbIJc","2012-04-10T01:26:11.000Z","UC6Hkc3Vi0E_vMO26G-_r_nA","oregon ringtail cat","These cats are sort of a pest getting into things, I turned it loose the same day, they keep the mice population down.","https://i.ytimg.com/vi/pHxkHHrbIJc/default.jpg","120","90","https://i.ytimg.com/vi/pHxkHHrbIJc/mqdefault.jpg","320","180","https://i.ytimg.com/vi/pHxkHHrbIJc/hqdefault.jpg","480","360","Don Bean","none",130,"no","no","yes","https://www.youtube.com/watch?v=pHxkHHrbIJc","oregon ringtail cat","Don Bean","yes",NA,"repeated visit",NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,"yes",NA,NA,"near Oregon caves",NA,NA
"40","UHqc9FFalmc","2017-05-01T23:24:47.000Z","UCunMjpCDPZF7-vjewUtDN8A","Ringtail Cat Gone Wild","","https://i.ytimg.com/vi/UHqc9FFalmc/default.jpg","120","90","https://i.ytimg.com/vi/UHqc9FFalmc/mqdefault.jpg","320","180","https://i.ytimg.com/vi/UHqc9FFalmc/hqdefault.jpg","480","360","Charlie Lujan","none",62,"yes","yes","no","https://www.youtube.com/watch?v=UHqc9FFalmc","Ringtail Cat Gone Wild","Charlie Lujan","yes",NA,"daycare","1","1","2017-05-01",NA,"no","n/a","yes","no",NA,"no","n/a","yes","sitting","commercial",NA,NA,NA
"41","2PyL-Z9l_Gs","2017-07-29T22:36:56.000Z","UCBu0KdNokE4MqdkacvH37_A","Ringtail cat rides across Texas on RV","Ringtail cat rides across Texas on RV.","https://i.ytimg.com/vi/2PyL-Z9l_Gs/default.jpg","120","90","https://i.ytimg.com/vi/2PyL-Z9l_Gs/mqdefault.jpg","320","180","https://i.ytimg.com/vi/2PyL-Z9l_Gs/hqdefault.jpg","480","360","WFAA","none",218,"no","yes","no","https://www.youtube.com/watch?v=2PyL-Z9l_Gs","Ringtail cat rides across Texas on RV","WFAA","yes",NA,"news; traveled on rv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","57sRB14sg_c","2014-08-27T17:17:53.000Z","UC1453dshyH2B16zVzgb96sA","Find Facts Fast with Ringtail E-Discovery Software","At the heart of every e-discovery project is the search for key facts and key documents. See how Ringtail e-discovery software can help legal review teams build ...","https://i.ytimg.com/vi/57sRB14sg_c/default.jpg","120","90","https://i.ytimg.com/vi/57sRB14sg_c/mqdefault.jpg","320","180","https://i.ytimg.com/vi/57sRB14sg_c/hqdefault.jpg","480","360","FTI Technology","none",419,"no","yes","no","https://www.youtube.com/watch?v=57sRB14sg_c","Find Facts Fast with Ringtail E-Discovery Software","FTI Technology","no","software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","sXXyPgZCJ18","2017-10-24T09:29:39.000Z","UC-NDC9sjHn3I5Qo99Uf4IvA","Interesting Ringtail Facts","Thanks For Watching Subscribe to become a part of #TeamHealthApta SUBSCRIBE for awesome videos every day!: LIKE us on FACEBOOK: ...","https://i.ytimg.com/vi/sXXyPgZCJ18/default.jpg","120","90","https://i.ytimg.com/vi/sXXyPgZCJ18/mqdefault.jpg","320","180","https://i.ytimg.com/vi/sXXyPgZCJ18/hqdefault.jpg","480","360","Health Apta","none",148,"no","yes","yes","https://www.youtube.com/watch?v=sXXyPgZCJ18","Interesting Ringtail Facts","Health Apta","yes","educational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","muQUuO5xJVY","2016-05-24T20:37:47.000Z","UCwfxtei_Irqzjfgh5LetL_A","Ringtail Cat","Caught second ringtail cat. Will release at the park.","https://i.ytimg.com/vi/muQUuO5xJVY/default.jpg","120","90","https://i.ytimg.com/vi/muQUuO5xJVY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/muQUuO5xJVY/hqdefault.jpg","480","360","Cool Sisters","none",118,"yes","yes","yes","https://www.youtube.com/watch?v=muQUuO5xJVY","Ringtail Cat","Cool Sisters","yes",NA,"trap and release; aggressive vocalizations","1","1",NA,NA,"yes","strawberry","yes",NA,NA,NA,NA,"yes",NA,"residential",NA,NA,NA
"45","1GWuRPL4RpM","2010-01-06T21:38:41.000Z","UC7CI_wzpGJXiYQUSH1Sbmrw","Ringtail Cat Esalen-lance lindborg","little bandit that lives in the Esalen shop and steals my chocolate when i'm not looking.","https://i.ytimg.com/vi/1GWuRPL4RpM/default.jpg","120","90","https://i.ytimg.com/vi/1GWuRPL4RpM/mqdefault.jpg","320","180","https://i.ytimg.com/vi/1GWuRPL4RpM/hqdefault.jpg","480","360","lance lindborg","none",9,"no","yes","no","https://www.youtube.com/watch?v=1GWuRPL4RpM","Ringtail Cat Esalen-lance lindborg","lance lindborg","yes",NA,"cheeto","1","1",NA,NA,"yes","cheeto","yes","no",NA,"no",NA,"no","walking; eating","commercial","Esalen shop",36.1235807,-121.6398179
"46","N05L7N39_aE","2018-03-13T15:20:01.000Z","UCtVDfG3GPTm8FbNY0Bb-oBA","November of 2017 Vlog#26  Ringtail Cats, Deer and trailing a mountain lion to some bluffs","Please watch: ""Getting Caught Up.. wind, heat and snow.."" https://www.youtube.com/watch?v=TrpKKLnnAE0 --~-- Sorry for the delay... In this video I make a big ...","https://i.ytimg.com/vi/N05L7N39_aE/default.jpg","120","90","https://i.ytimg.com/vi/N05L7N39_aE/mqdefault.jpg","320","180","https://i.ytimg.com/vi/N05L7N39_aE/hqdefault.jpg","480","360","Born 100 Years Too Late","none",40,"no","yes","no","https://www.youtube.com/watch?v=N05L7N39_aE","November of 2017 Vlog#26 Ringtail Cats, Deer and trailing a mountain lion to some bluffs","Born 100 Years Too Late","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"yes",NA,"yes","hunting","nature tourism trails",NA,NA,NA
"47","lJPqz2ARKIg","2018-02-25T00:12:49.000Z","UCkS22CM-APjpbm-LPQeRIDA","Ringtail Cat Vs Chicken","Ringtail Cat Vs Chicken.","https://i.ytimg.com/vi/lJPqz2ARKIg/default.jpg","120","90","https://i.ytimg.com/vi/lJPqz2ARKIg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/lJPqz2ARKIg/hqdefault.jpg","480","360","Scott MacDonald","none",30,"no","yes","no","https://www.youtube.com/watch?v=lJPqz2ARKIg","Ringtail Cat Vs Chicken","Scott MacDonald","yes",NA,"raiding chicken coop","1","0","2018-02-24","2018-02-22 20:16","no","n/a","yes","no","n/a","yes","live chicken","maybe","hunting","residential",NA,NA,NA
"48","J-tkJMBy9I8","2018-07-26T10:22:21.000Z","UChjEi6UFkcIiqIXeyOSkPaQ","Ringtail - Love Trap","We are bringing you our favorite EDM music.» «If you want to support us, just subscribe and enjoy amazing uploads of free music.","https://i.ytimg.com/vi/J-tkJMBy9I8/default.jpg","120","90","https://i.ytimg.com/vi/J-tkJMBy9I8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/J-tkJMBy9I8/hqdefault.jpg","480","360","DEH Music","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","dkS-i4-JYBk","2014-08-27T17:24:16.000Z","UC1453dshyH2B16zVzgb96sA","Ringtail E-Discovery Software Overview","Ringtail e-discovery software delivers a unique, visual approach to document review and predictive coding to help legal teams master small, medium and large ...","https://i.ytimg.com/vi/dkS-i4-JYBk/default.jpg","120","90","https://i.ytimg.com/vi/dkS-i4-JYBk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/dkS-i4-JYBk/hqdefault.jpg","480","360","FTI Technology","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","1xA3HAcXpJg","2017-05-08T03:05:49.000Z","UCYCNldqe6ZpflX7v-8xUycA","Ringtail Cat","Ringtail cat caught on Nikon D3200 camera trap.","https://i.ytimg.com/vi/1xA3HAcXpJg/default.jpg","120","90","https://i.ytimg.com/vi/1xA3HAcXpJg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/1xA3HAcXpJg/hqdefault.jpg","480","360","Casey Smartt","none",51,"no","yes","yes","https://www.youtube.com/watch?v=1xA3HAcXpJg","Ringtail Cat","Casey Smartt","yes",NA,"camera trap","1","0","2017-05-17",NA,"no","n/a","no","yes","none","no","n/a","no","walking","nature tourism trails",NA,NA,NA
"51","J4qk4kJIxd4","2018-09-09T15:00:03.000Z","UCaI2LcrXcedc5AbtvM00OXg","&#39;TRASH&#39; FISH CATCH &amp; COOK: The Lowly Ringtail","Not much love or notice around here. Meet the ringtail. Porgys bastard stepchild. Pesky and an expert bait stealer. Was originally supposed to be a reprise false ...","https://i.ytimg.com/vi/J4qk4kJIxd4/default.jpg","120","90","https://i.ytimg.com/vi/J4qk4kJIxd4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/J4qk4kJIxd4/hqdefault.jpg","480","360","EliasVFishing","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","6H51scdo7h8","2009-07-19T13:23:50.000Z","UCv9d-HRGsk33my6x2EEMaWg","Baby RingTail Cat","","https://i.ytimg.com/vi/6H51scdo7h8/default.jpg","120","90","https://i.ytimg.com/vi/6H51scdo7h8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/6H51scdo7h8/hqdefault.jpg","480","360","Barbperk","none",108,"yes","yes","yes","https://www.youtube.com/watch?v=6H51scdo7h8","Baby RingTail Cat","Barbperk","yes",NA,"mother denned; juvenile","1",NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","7GA4hlPd60g","2016-01-12T18:01:34.000Z","UC9oiaW0YnMx12qw2mj0OZ3g","Ring tail lemurs eating grapes","Feeding ringtail lemurs at a giraffe ranch in Dade City Florida.","https://i.ytimg.com/vi/7GA4hlPd60g/default.jpg","120","90","https://i.ytimg.com/vi/7GA4hlPd60g/mqdefault.jpg","320","180","https://i.ytimg.com/vi/7GA4hlPd60g/hqdefault.jpg","480","360","sergey zx6r","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","OsO3awKo3hY","2011-11-30T17:01:08.000Z","UCSX8WhMhwsTGe8MeC_R3sqg","Ringtail Lemur","A cute and versatile primate, the ringtail lemur is just as much at home when leaping from branch to branch as when foraging the ground for food.","https://i.ytimg.com/vi/OsO3awKo3hY/default.jpg","120","90","https://i.ytimg.com/vi/OsO3awKo3hY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/OsO3awKo3hY/hqdefault.jpg","480","360","YouAndMeThisMorning","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","jYJVLjcd01o","2018-03-07T19:34:00.000Z","UCka1iVwonn8-U48IwIAjlfA","Ringtail Data Models","Ringtail Data Models (RDM) facilitate the creation of data structures for knowledge management applications such as custodian media tracking, issue and fact ...","https://i.ytimg.com/vi/jYJVLjcd01o/default.jpg","120","90","https://i.ytimg.com/vi/jYJVLjcd01o/mqdefault.jpg","320","180","https://i.ytimg.com/vi/jYJVLjcd01o/hqdefault.jpg","480","360","Ringtail E-Discovery Software","none",655,"no","yes","no","https://www.youtube.com/watch?v=jYJVLjcd01o","Ringtail Data Models","Ringtail E-Discovery Software","no","software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","nsjUoJnQxYQ","2014-09-15T22:08:47.000Z","UCzi5K9iyhW7_dsbZoypGbkw","What is a Ringtail Cat (and How Can I Get It Out of My House)?","Get your critter problems taken care of at http://www.critterriddertx.com. Mike Dilllon, Owner of Critter Ridder Texas describes how ringtail cats have been ...","https://i.ytimg.com/vi/nsjUoJnQxYQ/default.jpg","120","90","https://i.ytimg.com/vi/nsjUoJnQxYQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/nsjUoJnQxYQ/hqdefault.jpg","480","360","Critter Ridder Texas","none",123,"no","yes","no","https://www.youtube.com/watch?v=nsjUoJnQxYQ","What is a Ringtail Cat (and How Can I Get It Out of My House)?","Critter Ridder Texas","yes","educational; promotional","animal control group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","mQh7pVk9EAY","2014-03-25T13:17:23.000Z","UC9cM_zdIk5eOISmHePedeQA","Baby Ringtail Lemur Bottle Fed","Ringtail Lemur season is here at Underground! Their on display in store come check em out. Cutest animals ever. Hand raised and bottle fed. One of the best ...","https://i.ytimg.com/vi/mQh7pVk9EAY/default.jpg","120","90","https://i.ytimg.com/vi/mQh7pVk9EAY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/mQh7pVk9EAY/hqdefault.jpg","480","360","Underground Reptiles","none",718,"no","yes","no","https://www.youtube.com/watch?v=mQh7pVk9EAY","Baby Ringtail Lemur Bottle Fed","Underground Reptiles","no","ring-tailed lemur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","m7yg0m84rQs","2010-11-11T17:30:49.000Z","UCuHjuYzv9S5euJ1VEjXGZ1Q","Baby Ringtail Lemur, Lemur as pets","http://www.jandaexotics.com One of our baby lemurs that was born here eating.","https://i.ytimg.com/vi/m7yg0m84rQs/default.jpg","120","90","https://i.ytimg.com/vi/m7yg0m84rQs/mqdefault.jpg","320","180","https://i.ytimg.com/vi/m7yg0m84rQs/hqdefault.jpg","480","360","JandaExotics","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","32sngLQ6Q7s","2018-01-31T14:01:33.000Z","UCiWwL2TGtQqiydCpzQ97eHg","Interesting facts about ring tailed cat by weird square","The most, new, latest, shocking, weird, scary, funny, fascinating, interesting and amazing things | facts in the world. The ringtail is a mammal of the raccoon family ...","https://i.ytimg.com/vi/32sngLQ6Q7s/default.jpg","120","90","https://i.ytimg.com/vi/32sngLQ6Q7s/mqdefault.jpg","320","180","https://i.ytimg.com/vi/32sngLQ6Q7s/hqdefault.jpg","480","360","Weird Square","none",217,"yes","no","yes","https://www.youtube.com/watch?v=32sngLQ6Q7s","Interesting facts about ring tailed cat by weird square","Weird Square","yes","educational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","6TQRunG8Buo","2014-02-19T23:47:21.000Z","UC53ey8fZFHRPteydIcIpzTw","Ringtail (Bassariscus astutus)","http://www.mrpackrat.net - It is rare to see a ringtail, even more rare to hear one. This ringtail was in an attic where pack rats were living. Ringtails eat pack rats.","https://i.ytimg.com/vi/6TQRunG8Buo/default.jpg","120","90","https://i.ytimg.com/vi/6TQRunG8Buo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/6TQRunG8Buo/hqdefault.jpg","480","360","Mr. Pack Rat","none",180,"no","yes","no","https://www.youtube.com/watch?v=6TQRunG8Buo","Ringtail (Bassariscus astutus)","Mr. Pack Rat","yes",NA,"trapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Dsya0H1-2Ug","2008-06-12T04:15:16.000Z","UC8YSDWpFB5d0VQTWErwRRwQ","A Ringtail Possum.","A Ringtail Possum visited us.","https://i.ytimg.com/vi/Dsya0H1-2Ug/default.jpg","120","90","https://i.ytimg.com/vi/Dsya0H1-2Ug/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Dsya0H1-2Ug/hqdefault.jpg","480","360","cathoray9","none",310,"no","yes","no","https://www.youtube.com/watch?v=Dsya0H1-2Ug","A Ringtail Possum.","cathoray9","no","ringtail possum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","mJeNDvfGC78","2018-11-19T07:56:09.000Z","UCoxIIuaGEUk81AcC1AfDuHA","Amazing Facts About AMERICAN RINGTAIL Cat Breed","Amazing Facts About AMERICAN RINGTAIL Cat Breed!! 'Video Khasiat' Channel provide the Information about cats and kittens that discusses more than 101 ...","https://i.ytimg.com/vi/mJeNDvfGC78/default.jpg","120","90","https://i.ytimg.com/vi/mJeNDvfGC78/mqdefault.jpg","320","180","https://i.ytimg.com/vi/mJeNDvfGC78/hqdefault.jpg","480","360","Video Khasiat","none",725,"no","yes","no","https://www.youtube.com/watch?v=mJeNDvfGC78","Amazing Facts About AMERICAN RINGTAIL Cat Breed","Video Khasiat","no","domestic cat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","snkshU84SGA","2011-11-06T23:59:52.000Z","UCg02dqrJSk6VHWmZZeiMM1w","Exclusive American Ringtail Cat - Malibu","This is Malibu our 1.5 yr old American Ringtail cat. We found her as a stray kitten wondering our parking lot @ the dealership I work @ here in Florida. I think she ...","https://i.ytimg.com/vi/snkshU84SGA/default.jpg","120","90","https://i.ytimg.com/vi/snkshU84SGA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/snkshU84SGA/hqdefault.jpg","480","360","He Who Angers You","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","wGLWW2JVD_A","2018-05-28T16:38:29.000Z","UCF7vaAUiYPSrisX5sb4eVMQ","Ringtails","Adorable ringtails in the borderlands! [Turn on sound to hear them sniffing about.] While some folks may call them ringtail cats and others think they look like ...","https://i.ytimg.com/vi/wGLWW2JVD_A/default.jpg","120","90","https://i.ytimg.com/vi/wGLWW2JVD_A/mqdefault.jpg","320","180","https://i.ytimg.com/vi/wGLWW2JVD_A/hqdefault.jpg","480","360","Center for Biological Diversity","none",52,"no","yes","no","https://www.youtube.com/watch?v=wGLWW2JVD_A","Ringtails","Center for Biological Diversity","yes",NA,"camera trap","3; 2;1;2; 1","0","2018-05-28",NA,"no","n/a","no","yes","unclear","no","n/a","no","walking","nature tourism trails","Tuscon, Arizona",NA,NA
"65","E_KZrtnvz70","2017-03-29T21:26:16.000Z","UCzCdg65S-qyl7TplkiipWPw","Ringtail Canyon - Escalante","Ringtail Canyon is a technical slot canyon located in Grand Staircase-Escalante National Monument. Visit Climb-Utah.com for more information, maps, route ...","https://i.ytimg.com/vi/E_KZrtnvz70/default.jpg","120","90","https://i.ytimg.com/vi/E_KZrtnvz70/mqdefault.jpg","320","180","https://i.ytimg.com/vi/E_KZrtnvz70/hqdefault.jpg","480","360","Climb Utah","none",321,"no","yes","no","https://www.youtube.com/watch?v=E_KZrtnvz70","Ringtail Canyon - Escalante","Climb Utah","no","landscape feature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","VJ3P7EFx0Z8","2007-09-06T22:00:50.000Z","UCWHkeWqaf3v5iZSN4kyIS6g","American Ringtail kitten playing","american ringtails have a tail like a huskey, it is not a deformity as they can and do uncurl it. see americanringtaildotcom for more information.","https://i.ytimg.com/vi/VJ3P7EFx0Z8/default.jpg","120","90","https://i.ytimg.com/vi/VJ3P7EFx0Z8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/VJ3P7EFx0Z8/hqdefault.jpg","480","360","m420swed","none",587,"no","yes","no","https://www.youtube.com/watch?v=VJ3P7EFx0Z8","American Ringtail kitten playing","m420swed","no","domestic cat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","4W0g1_9_Wl4","2017-02-16T18:48:18.000Z","UCka1iVwonn8-U48IwIAjlfA","The Ringtail Advantage","Today's legal teams need more from their document review software than search boxes, mouse clicks and a clunky, sluggish user interface. The data volumes ...","https://i.ytimg.com/vi/4W0g1_9_Wl4/default.jpg","120","90","https://i.ytimg.com/vi/4W0g1_9_Wl4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/4W0g1_9_Wl4/hqdefault.jpg","480","360","Ringtail E-Discovery Software","none",657,"no","yes","no","https://www.youtube.com/watch?v=4W0g1_9_Wl4","The Ringtail Advantage","Ringtail E-Discovery Software","no","software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","MDegaJicPeg","2017-12-16T04:26:21.000Z","UCkMVofFeQRiKFy8vc5ahDMg","Texas Ringtail Cats","Sneaky little animals. There are lots of them around, more than you'd think but you almost never see them. These guys are caught on Browning HD 850 and the ...","https://i.ytimg.com/vi/MDegaJicPeg/default.jpg","120","90","https://i.ytimg.com/vi/MDegaJicPeg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/MDegaJicPeg/hqdefault.jpg","480","360","Beyond The Trail","none",110,"no","yes","no","https://www.youtube.com/watch?v=MDegaJicPeg","Texas Ringtail Cats","Beyond The Trail","yes",NA,"trail cam",NA,"0",NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","C8WmcCZMABU","2016-09-09T08:15:18.000Z","UCyWZFr9zS8FUSrXX0PlBuOQ","Arizona Ringtail Cat eating from my hand!","One or both cuties come to dine nightly. Tonight is the first night she stayed and ate without running off after every bite! And... shes finally building trust enough to ...","https://i.ytimg.com/vi/C8WmcCZMABU/default.jpg","120","90","https://i.ytimg.com/vi/C8WmcCZMABU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/C8WmcCZMABU/hqdefault.jpg","480","360","cheft2gottza1","none",115,"no","yes","no","https://www.youtube.com/watch?v=C8WmcCZMABU","Arizona Ringtail Cat eating from my hand!","cheft2gottza1","yes",NA,NA,"1","1",NA,NA,"yes",NA,"yes",NA,NA,NA,NA,NA,NA,"nature tourism lodging? residential",NA,NA,NA
"70","CuoK8mUxgYU","2017-03-13T00:31:00.000Z","UCZ2nppxDWylVUWhP-_10NDw","Ringtail Cat Zephyr,Texas","Ringtail Cat caught in a Ztrap/Dog Proof Trap. She was released twice back into the Zephyr,Texas Hills. They have an extremely soft fur coat more like mink in ...","https://i.ytimg.com/vi/CuoK8mUxgYU/default.jpg","120","90","https://i.ytimg.com/vi/CuoK8mUxgYU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/CuoK8mUxgYU/hqdefault.jpg","480","360","Forensic Hypnotist","none",38,"no","yes","no","https://www.youtube.com/watch?v=CuoK8mUxgYU","Ringtail Cat Zephyr,Texas","Forensic Hypnotist","yes",NA,"vocalizations","1","1","2017-03-12",NA,"no","n/a","no","no","n/a","no","n/a","yes","hunting","nature tourism trails","Zephyr, Texas",31.6760059,-98.8035459
